	B cell_healthy	CTL_healthy	MC_healthy	MoD-Ma_healthy	moDC_healthy	NKT_healthy	NKT-p_healthy	nrMa_healthy	pDC_healthy	rMa_healthy	Treg_healthy
CSRNP1	0.176938133	0.179742944	0	1.535924841	0	0	0	1.331631409	0.529661017	0.297681381	0.168944073
CX3CR1	0	0	0	0	0	0	0	0.319262969	0.529661017	0.410595038	0
SLC25A38	0.297965612	0.204309071	0.430876178	0	0	0	0.394664141	0.080480306	0	0.019540028	0.143896619
RPSA	13.30341146	6.703752306	13.78466736	4.452340159	18.69158879	45.29872095	11.21529517	6.080148292	4.237288136	23.53032001	6.850590576
EIF1B	1.301831458	1.18523259	1.574882082	1.575065373	0	0	1.706753031	0.551430801	2.456750765	0.756301572	0.822847574
ENTPD3-AS1	0	0.085616438	0.623285964	0	0	0	0	1.23814269	0	0	0
ENTPD3	0	0	0	0	0	0	0.043499632	0	0	0	0
RPL14	17.104475	13.5985835	22.14213677	19.49957431	0	41.22041752	23.76635585	9.053212916	9.533898305	32.27741629	11.94252853
RP11-391M1.4	0.049972016	0.149333932	0	0	0	0	0.0254755	0	0	0.046155266	0
ZNF619	0	0	0	0	0	0	0.04137446	0	0	0	0.147886649
ZNF620	0	0	0.224537453	0	0	0	0	0	0	0	0
ZNF621	0	0.301533961	0	0	0	0	0	0	0	0.021348363	0.376903506
CTNNB1	0.89862671	0.614582631	1.632598176	2.735198425	0	0	0.484753405	2.483563397	0.529661017	0.528615841	0.862367217
ULK4	0.053785996	0.317807871	0	0	0	0	0	0.022586314	0	0.130565348	0.223180932
TRAK1	0.780259216	0.055273049	0	0.219490781	0	0	0.794721875	0.381244593	0	0.160740753	0.371207945
VIPR1	0	0	0	0	0	0	0.0254755	0	0	0	0
SEC22C	0.252360774	0.467814962	0	0	0	0	0.009325983	0.080343876	1.397428731	0.042696725	0.704098613
SS18L2	0.63610351	0.69866302	0.224537453	0.219490781	0	4.078303426	0.273433228	0.459193023	1.059322034	0.522473921	0.586115592
NKTR	3.794018563	6.961739446	2.642973165	1.437873543	0	0	0.412266939	1.918913198	1.397428731	0.200702552	6.318444974
RP4-613B23.1	0	0	0	0	0	0	0	0	0	0	0
ZBTB47	0	0.075392039	0	0	0	0	0	0.024565256	0	0.037432154	0
CCDC13	0	0	0	0	0	0	0	0	0	0	0
HIGD1A	0.203082844	0.069618491	0.224537453	0	0	0	0.748392627	0.238144597	0	0.096052237	0.287974549
RP11-70C1.1	0	0	0	0	0	0	0	0	0	0	0
ACKR2	0	0	0.623285964	0	0	0	0	1.239741271	0	0	0
KRBOX1.1	0	0	0	0	0	0	0.085760351	0	0	0	0
ZNF662	0	0	0	0	0	0	0	0	0	0	0
POMGNT2	0	0	0	0	0	0	0	0	0	0	0
SNRK	0.36309582	0.634024556	0.224537453	0	0	0	0	0.556259739	0.529661017	0.021348363	0.468911033
RP11-188P20.3	0	0	0	0	0	0	0	0	0	0	0
ANO10	0	0.194385016	0	0	0	0	0.304210818	0.020064487	0	0.377541204	0.065500753
ABHD5	0.162126572	0.056753689	0	0	0	0	0.275595976	0.752542617	1.059322034	0.048890193	0.051797369
RP4-555D20.2	0	0	0	0	0	0	0	0	0	0	0
RP11-424N24.2	0	0	0	0	0	0	0	0	0	0	0.124602828
TCAIM	0.064156027	0.379617521	0.224537453	0.493973523	0	0	0	0.163624639	0	0.058315839	0
LINC00694	0	0	0	0	0	0	0	0	0	0	0
ZNF445	0.11192944	0.42385535	0.506790999	0	0	0	0	0	0.529661017	0	0.400880969
ZNF852	0.123345906	0.056753689	0	0	0	0	0	0	0	0	0.082385896
ZNF660	0	0	0	0	0	0	0.009325983	0	0	0	0
ZNF197	0	0.197682462	0.449074906	0	0	0	0	0.057757563	0	0	0.153156948
ZNF35	0	0.07118451	0.224537453	0	0	0	0	0	0	0.019540028	0
RP11-348P10.2	0	0	0	0	0	0	0.018651966	0	0	0	0
ZNF502	0	0	0	0	0	0	0	0	0	0	0
ZNF501	0	0	0	0	0	0	0	0	0	0.019540028	0
KIAA1143	0.540585866	0.715914986	0.224537453	0	0	0	0.444184765	0.743670841	0	0.309624099	0.477555624
KIF15	0.113071009	0	0	0	0	0	0.009325983	0	0	0	0
TMEM42	0.178228368	0	0	0	0	0	0.175313196	0.057757563	0	0	0.200817239
ZDHHC3	0.536444524	0.04326008	0	0	0	0	0.256246876	0.238311667	0.529661017	0	0.177521566
EXOSC7	0.331161712	0.237542856	0	0.212314225	0	0	0.269944655	0.036974181	0	0.046155266	0.170389435
CDCP1	0	0	0	0	0	0	0	1.807407697	0	0	0
TMEM158	0	0	0	0	0	0	0	0.037812187	0	0	0
LARS2	0.103344198	0.045085663	0	0	0	0	0.009325983	0	0	0	0
LIMD1	0.608783302	0.257211342	0.206338726	0.930946141	0	0	0.470548529	0.938842355	1.397428731	0.092310533	0.489666883
LIMD1-AS1	0.064156027	0.100321027	0	0	0	0	0	0.080480306	0	0	0.046142488
SACM1L	1.04248098	1.144480337	0.449074906	0.212314225	0	0	0.04137446	0.057757563	1.397428731	0.064045088	0.999922904
SLC6A20	0	0	0	0	0	0	0	0	0	0	0
LZTFL1	0.07838342	0.046702783	0	0	0	4.830917874	0	0.042650801	0	0	0.509692028
FYCO1	0.111326342	0.157377932	0	0	0	0	0.043499632	0.128569264	0	0	0.396631653
CXCR6	0	2.33357063	0	0	0	0	0	0	0	0	2.041519617
XCR1	0	0	0	0	0	0	0	0	0	0	0
CCR1	0.677341591	0.947163664	0	0	0	0	0	1.314445213	0	0.109723053	0.246453729
CCR2	0.092119451	0.04525706	0	0	0	0	0	0.073695769	1.397428731	0	0
RP11-24F11.2	0	0	0	0	0	0	0	0	0	0	0
CCR5	0.224420709	1.668715745	0	0	0	0	0	0.28965274	0	0.233692796	0.857953183
CCRL2	0	0.445005093	0.206338726	0.219490781	0	0	0	0.256015062	0	0.078320545	0.209926532
LTF	0	0	0	0	0	0	0	0.024565256	0	0	0.220770189
LRRC2	0.076049097	0	0	0	0	0	0	0	0	0	0
ALS2CL	0	0	0	0	0	0	0	0.020820191	0	0	0
TMIE	0	0	0	0	0	0	0	0	0	0	0
CCDC12	1.755836478	1.072491579	1.466839593	1.569897761	0	0	0.280512374	0.712005552	0.529661017	0.88611388	1.129258627
NBEAL2	0.585964325	0.287380657	1.292628535	0.493973523	0	0	0.219336726	0.318241788	0.529661017	0.058315839	0.812165542
SETD2	1.092328028	1.300781432	1.068091083	0.651295788	0	0	0.283682335	0.831613211	1.397428731	0.278208454	1.170823214
KIF9-AS1	0.071469411	0	0	0	0	0	0	0	0	0	0
KIF9	0	0.061124694	0	0	0	0	0.009325983	0	0	0	0
KLHL18	0.169214686	0.300991473	0	0	0	0	0	0.301678198	0	0.640272492	0.391367884
RP11-708J19.1	0	0.10451505	0	0	0	0	0	0	0	0	0.136542072
PTPN23	0.053785996	0.172850342	0.206338726	0	0	0	1.56281383	0.079428227	0	0	0.14314343
SCAP	0	0.055066079	0	0	0	0	0.009325983	0	0	0	0
ELP6	0.359603677	0.286061696	0	0	0	0	0.461616328	0.042434735	0	0	0.558967337
SMARCC1	1.704909932	1.152671768	1.013581999	0.431805006	0	0	0.406101078	0.368640343	0.529661017	0.173366003	0.635075504
DHX30	0.077161979	0.741428906	0.224537453	0.383478974	0	4.830917874	0.476974931	0.12222025	0	0.831903436	0.641234172
MAP4	0.737927854	1.406806253	0.224537453	0.493973523	18.69158879	0	0.270001521	0.487808853	1.397428731	0.17913105	1.012305127
CDC25A	0	0	0	0	0	0	0.778250775	0	0	0	0
CAMP	0	0	0	0	0	0	0	0	0	0.170068027	0
ZNF589	0.027963424	0.044859142	0	0	0	0	0	0	0.529661017	0	0.211940513
NME6	0.128312055	0.231056526	0	0	0	0	0	0	0	0.130565348	0
SPINK8	0	0	0	0	0	0	0	0	0	0	0
PLXNB1	0	0.154403719	0	0	0	0	0.346136344	0	0	0.120510966	0
CCDC51	0	0	0	0	0	0	0.043499632	0	0	0	0.081516201
TMA7	6.189745189	7.656858246	4.244593547	5.287493458	0	25.97504945	7.392240784	7.554361956	4.766949153	6.832461924	5.803173094
ATRIP	0.084268716	0.063889599	0	0	0	0	0.550729843	0	0	0	0
TREX1	0.199610109	0.260545316	0.224537453	0	0	0	0.232953619	0.082705565	0	0.200367339	0.223874711
SHISA5	0.288014907	1.171782401	0.449074906	0.376302418	0	0	0.549096806	0.277634988	0	0.750105641	1.004057233
PFKFB4	0	0	0	0	0	0	0	0.071555327	0	0	0
COL7A1	0	0	0	0	0	0	0.018651966	0	0	0	0
UQCRC1	0.454469397	0.171717077	0.919468451	0	0	4.078303426	3.514136634	0.708988198	0	0.307532349	0.400141082
SLC26A6	0	0.055066079	0	0	0	0	0.009325983	0.036974181	0	0	0
CELSR3	0.07838342	0	0	0	0	0	0	0	0	0	0
NCKIPSD	0.053785996	0.061124694	0	0	0	0	0	0	0	0.226436047	0
IP6K2	0	0.559220734	0	0.219490781	0	0	0.236807682	0.105689661	1.397428731	0.04088839	0.410801931
PRKAR2A	0.103758012	0.690278591	0.673612359	0	0	0	0.156602232	0.477474413	0	0.640272492	0.490914271
PRKAR2A-AS1	0	0	0	0	0	0	0	0	0	0	0
SLC25A20	0	0.07118451	0	0	0	0	0	0.080480306	0	0.058315839	0.124602828
ARIH2OS	0.071469411	0	0	0	0	0	0	0.059363739	0	0.048890193	0.172930749
ARIH2	0.292938979	0.826177356	0	1.075924238	0	0	0.185848814	0.417111502	0.529661017	0.021348363	1.009157753
RP13-131K19.1	0	0	0	0	0	0	0	0	0	0	0
RP13-131K19.2	0	0	0	0	0	0	0	0	0	0	0
RP13-131K19.7	0	0	0	0	0	0	0	0	0	0	0
P4HTM	0.34794213	0.193074059	1.444458177	0	0	0	0	0.081950053	0	0.046155266	0.208713037
WDR6	0.187978537	0.178455089	0.206338726	0	0	0	0.687441195	0.130117881	1.927089748	0.046155266	0.305478617
DALRD3	0.213673302	0	0.206338726	0	0	0	0.034801483	0.106897423	0	0	0.546552142
NDUFAF3	0.391815124	0.468150719	1.162204631	0	0	0	0.629575356	0.149685831	1.059322034	0.151376518	0.565135482
IMPDH2	0.162300677	0.055273049	0.449074906	0	0	0	0.660751978	0.122451794	0	1.598395404	0.128208359
RP13-131K19.6	0	0	0	0	0	0	0	0.037812187	0	0	0
QRICH1	0.532134526	0.33742163	0.430876178	0.431805006	0	0	0.211537241	0.167766645	1.397428731	0.135974681	0.635896105
QARS	0.500235313	0.290322369	0.449074906	0.163988193	0	0	1.574558739	0.539825998	0	0.443791132	0.121850901
USP19	0.167691326	0.291351568	0.206338726	0	0	0	0.456183641	0.053051534	0	0.083587421	0.068797083
LAMB2	0	0	0	0	0	0	0.34019539	0.020064487	0	0	0
CCDC71	0.049198556	0.139989913	0	0	0	0	0.445891113	0	0	0	0.074521201
KLHDC8B	0	0	0	0	0	0	0.143025903	0	0	0	0
RP11-3B7.1	0	0	0	0	0	0	0	0	0	0	0
C3orf62	0.2089316	0.462169467	0	0.163988193	0	0	0	0.314565794	0	0.077855866	0.231381319
USP4	0.444295039	0.48614632	0	0	0	0	0.044127467	1.061425605	0	0.194958375	0.50331647
GPX1	2.103542732	0.160206741	2.629044224	8.177722123	0	0	4.400225169	15.94858669	4.766949153	8.972057302	0.808836477
RHOA	2.275068054	1.980054217	2.2345655	1.300072003	0	0	1.22969297	4.975681049	1.059322034	2.442673247	1.665534525
TCTA	0.18821758	0.099925222	0	0	0	0	0	0.063254926	0	0	0.299068534
AMT	0	0.115459659	0.224537453	0	0	0	0	0	0	0	0.106849022
NICN1	0	0.065876153	0	0	0	0	0	0	0	0.037432154	0
DAG1	0	0.225214022	0	0	0	0	0.060026426	0	0	0	0.068797083
APEH	0	0.085616438	0.206338726	0	0	0	0.244812226	0.176600889	0	0.072290899	0.3221659
MST1	0	0	0	0	0	0	0	0	0	0	0
RNF123	0	0.110815603	0	0.163988193	0	0	0	0.079428227	0	0	0.143318284
GMPPB	0	0	0	0	0	0	0	0	0	0	0
IP6K1	0.38205698	0.321151793	0.430876178	0	0	0	0.463639273	0.049130513	0.529661017	0.079664201	0.37740697
CDHR4	0	0	0.623285964	0	0	0	0	0	0	0	0
FAM212A	0.355614545	0	1.462656904	0	0	0	0	0	0	0	0
UBA7	0.247082221	0.099925222	1.238119452	0	0	0	0	0.087820182	0	0	0
TRAIP	0	0	0	0	0	0	0	0	0	0	0
MST1R	0	0	0	0	0	0	0.043499632	0	0	0	0
MON1A	0	0.044859142	0	0	0	0	0	0	0	0	0
RBM6	0.879220872	1.816696953	1.238119452	0.932955086	0	0	0.825418649	1.21168461	0	0.131390588	1.816016797
RBM5	0.860497097	2.308055101	1.144005904	0.706287748	0	0	0.977709048	0.765809454	4.72194721	0.065695294	1.465475846
RP11-493K19.3	0	0	0	0	0	0	0	0	0	0	0
SEMA3F	0	0	0	0	0	0	2.129303528	0	0	0	0
GNAI2	1.943212405	2.109035897	2.179969318	3.426111803	0	0	0.384350901	4.347978558	1.927089748	3.213199635	2.046932458
U73166.2	0	0.107805088	0	0	0	0	0	0	0	0	0
SEMA3B-AS1	0	0	0	0	0	0	0	0	0	0	0
IFRD2	0.049972016	0.079138968	0	0	0	0	0.32288387	0.059560495	0	0.019540028	0
HYAL3	0	0	0.206338726	0	0	0	0	0	0	0	0
NAT6	0.027963424	0.045085663	0	0	0	0	0.04137446	0	0	0	0.087535014
HYAL2	0	0	0	0	0	0	0.0254755	0	0	0	0
TUSC2	0.148864569	0.202828743	0.206338726	0	0	0	0.497662037	0.173353801	0.529661017	0.342907241	0.487896382
RASSF1	0.736133083	0.647798052	0.224537453	0.163988193	0	0	0	0.093936212	0.529661017	0.058780517	0.147273588
ZMYND10	0	0.063889599	0	0	0	0	0	0	0	0	0.049862877
NPRL2	0.086243825	0.422234953	1.246571927	0	0	0	0	0.020820191	0	0.048890193	0.578552578
CYB561D2	0.37016554	0.228832622	1.035963415	0	0	0	0	0.100408363	0	0.154063831	0.311437713
TMEM115	0	0	0	0.212314225	0	0	0.319159716	0.372055098	0	0.241021933	0.147802734
XXcos-LUCA11.4	0	0.156825151	0	0	0	0	0.009325983	0	0	0	0
C3orf18	0	0.055691691	0	0	0	0	0	0	0	0	0
HEMK1	0.104685733	0.065876153	0	0	0	0	0.009325983	0	0	0.06843022	0.144766681
CISH	0	0.930845543	0.224537453	0.163988193	0	0	0.009325983	0.157985716	0	0.056972182	0.531960029
MAPKAPK3	0.091642229	0.237739603	0.430876178	0	0	0	0.034801483	1.536122732	1.397428731	0.368404616	0.415800118
RP11-804H8.6	0	0	0	0	0	0	0	0	0	0	0.095135304
DOCK3	0	0	0	0	0	0	0	0	0	0	0
MANF	0.08174942	0.672093084	3.166756213	0.713464304	0	0	1.375071404	0.720481837	1.059322034	0.278426822	1.527465544
RBM15B	0.091642229	0.341391229	0	0.212314225	0	0	0	0.024565256	0	0.30835646	0.164124946
VPRBP	0	0.819664383	0.847823416	0.163988193	0	0	0.297637842	0.053051534	0	0	0.340406543
RAD54L2	0.232030692	0	0	0.713464304	0	0	0.629285264	0.044893378	1.397428731	0	0.422338308
TEX264	0.780173771	0.38886751	1.354614416	0	0	0	0.522987999	0.72366184	0	0.795258548	0.700998855
RRP9	0.192910838	0	0	0	0	0	0	0.080480306	0	0.019540028	0.082385896
PARP3	0.113354583	0	0	0	0	0	0.04137446	0	0	0	0
PCBP4	0.049972016	0.176591522	0.206338726	0	0	0	0.227520932	0	0	0	0.27927049
ABHD14B	0.260301051	0.670982642	0.847823416	0	0	0	0.078301116	0.302371224	0	0	0.068797083
ABHD14A	0	0.464822871	0	0	0	0	0	0	0	0.422982778	0.365796031
ACY1	0.053785996	0	0	0	0	0	0	0	0	0	0
RPL29	26.63444127	12.4329609	17.23282666	27.63716402	37.38317757	31.55858177	31.45934891	15.82276266	15.27016561	35.79843973	16.2284132
DUSP7	0	0.055066079	0	0.163988193	0	0	0	0	0	0	0.391282013
POC1A	0.027963424	0.063889599	0	0	0	0	0.454368631	0	0	0.114626318	0
ALAS1	0.468618268	0.179585483	1.068091083	0	0	0	0.534724466	0.096120583	0	0.019540028	0.144485234
TWF2	0.606614722	0.411527775	0.206338726	0.877452497	0	0	0.121800748	0.802478241	0.529661017	0.63050221	0.594031384
RP5-1157M23.2	0.049972016	0	0	0	0	0	0	0	0	0.021348363	0
PPM1M	0.084268716	0.456978273	0	0.163988193	0	0	0.232953619	0.249083775	1.397428731	0.019540028	0.339822303
WDR82	0.619558076	2.202452004	0.430876178	0	0	0	1.039922305	0.400956367	1.927089748	0.259264504	1.189523299
GLYCTK	0	0	0	0	0	0	0	0.056082733	0	0	0.054976772
DNAH1	0.096625557	0.278885753	0.224537453	0	0	0	0	0	0	0	0
BAP1	0.310073628	0.176471862	0.206338726	0	0	0	1.185892445	0.042650801	0	0	0.090616646
PHF7	0	0	0	0	0	0	0.160373314	0.048547696	0	0.046155266	0.163452109
TNNC1	0	0.046702783	0	0	0	0	0	0	0	0	0
NISCH	0.065008693	0.045085663	0	0	0	0	0.452158322	0.04715157	0.529661017	0	0.161057134
STAB1	0	0	0.847823416	0	0	0	0	1.486558814	0	0.048890193	0
NT5DC2	0	0	0.623285964	0.219490781	0	0	0.795752857	0	0	0	0.045861041
SMIM4	0.150116278	0.055691691	0	1.089766722	0	0	0.378696768	0.333523012	0	1.383373598	0.370443844
PBRM1	0.73583903	1.177115182	0.206338726	0	0	0	0.06684996	0.784534389	2.648305085	0.072290899	0.694778375
GNL3	1.357022487	0.537214496	0	0.327976386	0	0	0.618053373	0.906603844	2.118644068	0.709212521	0.576055916
GLT8D1	0.104685733	0.057683433	0.430876178	0.163988193	0	0	0.084874092	0.057757563	0	0	0.153035767
SPCS1	2.555183795	1.903117444	2.856788687	1.096943279	0	0	3.434976523	0.630518992	2.118644068	1.118642735	1.636417403
NEK4	0.154432518	0.379476065	0	0	0	0	0.227520932	0.020820191	0	0	0
ITIH4	0.064156027	0	0	0	0	0	0	0.119772461	0	0	0.081772835
TMEM110-MUSTN1	0	0	0	0	0	0	0	0	0	0	0
TMEM110	0	0	0	0	0	0	0	0.105045563	0	0	0
SFMBT1	0	0.243645602	0.224537453	0	0	0	0.043499632	0	0	0	0.092003529
RFT1	0.259697953	0.045085663	0	0	0	0	0.009325983	0	0	0	0.210350263
PRKCD	0.590324842	0	0.206338726	0.493973523	0	0	0.068975133	0.462555705	1.588983051	0.021348363	0.096070708
TKT	0.408092404	0.271625092	0	0.540290611	0	0	0.856614551	2.427629057	0	1.323529049	0.190267503
DCP1A	0.37853044	0.288579485	0.224537453	1.027598206	0	0	0	0.10956907	0.529661017	0.021348363	0.338819329
CACNA1D	0	0	0	0	0	0	0	0	0	0	0
CHDH	0	0	0.655413631	0	0	0	0.740009872	0	0	0	0
RP11-884K10.7	0	0.102985159	0	0	0	0	0	0	0	0	0
ACTR8	0.049972016	0.045754026	0.430876178	0	0	0	0.050700443	0.022586314	0	0.037432154	0.212014352
SELK	0.672792315	0.806183503	2.874900316	8.911798107	0	0	1.546847671	4.529720645	0.529661017	1.998394019	1.815301168
CACNA2D3	0	0	0	0	0	0	0	0.27431782	0	0.678470391	0
WNT5A	0	0	0	0	0	0	0.0254755	0.077337726	0	0.019540028	0
RP11-875H7.5	0	0	0	0	0	0	0	0	0	0	0
CCDC66	0.748415324	0.968704767	0.713129725	0.212314225	0	0	0.0254755	0.117121302	1.397428731	0	1.605153817
FAM208A	0.653149997	1.089896187	0.206338726	0.163988193	0	0	0.614000867	0.287640315	0.529661017	0.137986193	0.903403568
ARHGEF3	0.148424744	1.548669854	0.623285964	0	0	0	0.034801483	0.255692356	0	0	1.127363478
IL17RD	0	0.056753689	0	0	0	0	0	0	0	0	0.068271036
HESX1	0	0	0	0	0	0	0	0	1.397428731	0	0
APPL1	0.631989876	0.637263943	0.449074906	0.657961716	0	0	0.712022699	0.553685859	0	0.307936792	0.245641147
ASB14	0	0	0	0	0	0	0	0	0	0	0
DNAH12	0	0	0.506790999	0	0	0	0	0	1.397428731	0	0
PDE12	0.074616965	0.588734485	0	0.657961716	0	0	0.717367435	0.162803125	0	0	0.437586017
ARF4	0.11542869	0.50279217	0.829624689	0.868266996	0	0	0.257491284	0.662223561	2.118644068	0.867016013	0.361834833
RP11-755B10.4	0	0	0	0	0	0	0	0.044629744	0	0	0
DENND6A	0.225262849	0.555594387	0	0	0	0	0.02797795	0.08018393	0	0.037432154	0.506042459
RP11-755B10.3	0	0	0	0	0	0	0	0	0	0	0
SLMAP	0.152098195	0.518145063	0	0	0	0	0.187392186	0.321554207	1.397428731	0.046155266	0.529626247
FLNB	0.065008693	0.045085663	0.449074906	0	0	0	1.215482769	0	0	0	0.045861041
DNASE1L3	0	0	0	0.431805006	0	0	0	0	1.927089748	0.53020409	0
ABHD6	0.150116278	0	0.412677451	0.493973523	0	0	0	0.119679746	0	0.182747719	0
RPP14	0.064156027	0.181923966	0.224537453	0	0	0	0	0.159205285	0	0.060428418	0.240419226
PXK	1.14417011	0.173756216	0	0.219490781	0	0	0.335119752	0.174855709	0	0.293685756	0.199133998
PDHB	0.027963424	0.264316186	0	0.163988193	0	0	1.708655791	0.330676822	0.529661017	1.04051529	0.330309736
RP11-802O23.3	0	0	0	0	0	0	0	0	0	0	0
KCTD6	0	0	0.506790999	0	0	0	0	0.024565256	0	0.056972182	0
ACOX2	0	0	0	0	0	0	0	0.041640381	0	0	0
RP11-475O23.3	0	0	0	0	0	0	0	0	0	0	0
FAM3D	0	0	0	0	0	0	4.918979755	0	0	0	0.422967114
C3orf67	0	0	0	0	0	0	0.043499632	0	0	0	0
FHIT	0	0	0.206338726	0	0	0	0	0.071555327	0	0	0
PTPRG	0.104685733	0	0	0	0	0	0	0	0	0	0
C3orf14	0.170984662	0.202863603	0.224537453	0.163988193	0	0	0.327272104	0.070043531	0	0	0.226121313
SNTN	0	0.110815603	0	0	0	0	0	0	0	0.114626318	0
C3orf49	0	0.125628141	0	0	0	0	0	0	0	0	0
THOC7	0.749192026	0.855302495	0.713129725	0.644119231	0	4.078303426	0.704003978	0.184749003	0.529661017	0.168099128	0.739759919
ATXN7	0.944715106	1.841954793	1.785490594	0.595793199	0	0	0.0254755	0.595062878	1.927089748	0.144015839	1.500869501
PSMD6-AS2	0.083698811	0.464267782	0	0	0	0	0	0.077337726	0	0	0.097049689
PSMD6	0.962381853	0.432383921	0.506790999	0.383478974	0	0	1.214113658	0.299282547	0	0.17610093	0.532457962
RP11-245J9.4	0.07838342	0.118652118	0	0	0	0	0	0	0	0	0
RP11-245J9.6	0	0	0	0	0	0	0	0	0	0	0
PRICKLE2	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	0	0	0	0	0	0	0
MAGI1	0	0	0	0	0	0	0	0	0	0	0
SLC25A26	0.269002682	0.101027075	0.430876178	0.588616643	0	0	0.0254755	0.092044948	0	0.021348363	0.092003529
LRIG1	0	0	0	0.212314225	0	0	0.07892895	0.057757563	0	0	0
KBTBD8	0.62160995	0.114477633	0	0	0	0	0	0.279075782	0	0	0.087427872
SUCLG2	0.264725696	0.698042202	0.206338726	0.212314225	0	0	0.096325248	0.078669047	0	0	0.675631989
RP11-81N13.1	0	0	0	0	0	0	0	0	0	0	0
EOGT	0.084268716	0	0	0.219490781	0	0	0.087627099	0.096444564	1.397428731	0	0.201835643
CTD-2013N24.2	0	0	0	0	0	0	0	0	0	0	0
TMF1	1.361408627	0.785038748	0.919468451	0.42462845	0	0	0.357571754	0.487409059	0	0.466947143	1.025364085
UBA3	0.336329184	0.503294075	0.224537453	0	0	0	0.044127467	0.390142894	0	0.048890193	0.611291202
ARL6IP5	3.103733585	2.707167961	0.861752357	0.71145536	0	0	0.755352246	1.076890149	1.397428731	2.026829778	1.846932243
LMOD3	0	0.075392039	0	0	0	0	0	0	0	0.021348363	0.045861041
FRMD4B	0	0.113616018	0	0.163988193	0	0	0.202163219	0.816868077	1.397428731	0.632102387	0.131379078
MITF	0	0	1.650796903	0	0	0	0	0.397819947	0	0	0
RP11-460N16.1	0	0	0	0	0	0	0	0	0	0	0
FOXP1	0.483959229	0.767807194	3.856654065	0.327976386	0	0	0.294792321	0.184318331	0	0.636779669	0.675463767
RP11-154H23.3	0	0	0	0	0	0	0	0	0	0	0
EIF4E3	0	0.569251446	0	0	0	0	0	0.143735232	0	0.037432154	0.454510747
GPR27	0	0	0	0	0	0	0	0	0	0	0
PROK2	0	0	0	0	0	0	0	0.032231344	0	0	0
LINC00877	0	0	0	0	0	0	0	0.156272363	0	0	0
RYBP	0.202243282	0.530960451	0.847823416	0.383478974	0	0	0.178066203	0.581541654	1.927089748	0.060428418	0.412664859
SHQ1	0.131975945	0.077639752	0	0	0	0	0	0.08018393	0	0	0.046142488
GXYLT2	0	0	0	0	0	0	0.02797795	0	0	0	0
PPP4R2	0.891038514	0.91132869	0.224537453	0.327976386	0	0	1.045474321	0.560637834	0.529661017	0.056972182	0.989977818
EBLN2	0.3974255	0.090415913	0	0	0	0	0	0.200793211	0	0	0.17046387
RP11-20B7.1	0	0	0	0	0	0	0	0	0	0	0
RP11-803B1.8	0	0	0	0	0	0	0.050951	0	0	0	0
LINC00960	0	0	0	0	0	0	0.085760351	0	0	0	0
ZNF717	0	0	0	0	0	0	0.009325983	0.044893378	0	0.072290899	0
ROBO1	0.081024145	0	0	0	0	0	0.034801483	0	0	0	0.082935932
GBE1	0	0	0	0	0	0	0	0.092537017	0	0.058315839	0
LINC00971	0	0	0	0	0	0	0	0	0	0	0
CHMP2B	0.679448273	0.568902787	1.144005904	0.212314225	0	0	0.172759616	0.449011842	0	0	0.446263972
CGGBP1	1.146290094	1.287669527	1.452910653	0.163988193	0	0	0.511190897	0.187405191	0.529661017	0.69282526	1.49624366
RP11-159G9.5	0.049972016	0	0.506790999	0	0	0	0	0	0	0	0
ZNF654	0.457698946	0.497911891	0	0	0	0	0.043499632	0.228143737	0	0	0.109259765
C3orf38	0.543748278	0.353502509	0	0.219490781	0	0	0.043499632	0.656126662	0	0.06843022	0.498115432
PROS1	0	0	1.368543356	0	0	0	0	0.040884678	0	0.048890193	0
ARL13B	0.249367019	0.061124694	0	0	0	0	0	0.377085629	0	0	0.096005365
STX19	0	0	0	0	0	0	0	0	0	0	0
DHFRL1	0	0.101839352	0	0	0	0	0.009325983	0	0	0	0
NSUN3	0.126021113	0.531599207	0.224537453	0	0	0	0	0.020820191	0	0.048890193	0.231723145
MTRNR2L12	20.61532839	25.42333387	4.781155661	8.208441478	56.07476636	13.74013917	4.374750159	5.214973076	25.24372104	19.39380092	27.66929981
ARL6	0	0	0	0	0	0	0	0	0	0	0
CRYBG3	0	0	0	0	0	0	0.0254755	0.302883507	4.192286193	0	0
CRYBG3.1	0	0	0	0	0	0	0.244418444	0.238782663	0	0	0.065500753
MINA	0.049972016	0.208147477	1.013581999	0	0	0	0.56687936	0.101300497	0	0	0.161949073
CLDND1	0.41320199	0.397085568	0	0.219490781	0	0	0.413316107	0.312260033	0	0.821791225	1.276427646
CPOX	0	0.162746436	0.224537453	0	0	0	0.009325983	0.037812187	0	0.021348363	0.404017215
GPR15	0	0	0	0	0	0	0	0	0	0	0
ST3GAL6-AS1	0	0	0	0	0	0	0	0	0	0	0
ST3GAL6	0	0	0.206338726	0.376302418	0	0	0	0.192164218	0	0.250253653	0
DCBLD2	0	0	0.206338726	0	0	0	0	0	0	0	0
COL8A1	0	0.04326008	0	0	0	0	0	0	0	0	0
CMSS1	0.217756742	0.399630113	0	0	0	4.078303426	0.171873357	0.057757563	0	0	0.237165551
FILIP1L	0	0	0.224537453	0	0	0	0	0.080343876	0	0.838893493	0
TBC1D23	0.258499234	0.366252723	0	0.163988193	0	0	0.009325983	0.173272688	0.529661017	0.046155266	0.266546609
